Entry	Gene names	Annotation	Mass
Q9UPY8	MAPRE3	5 out of 5	31,982
Q49MG5	MAP9 ASAP	5 out of 5	74,234
Q9UEW3	MARCO SCARA2	5 out of 5	52,658
Q9NS73	MBIP BM-015	5 out of 5	39,281
A4D2B0	MBLAC1	2 out of 5	27,202
Q6P1A2	LPCAT3 MBOAT5 OACT5	5 out of 5	56,035
Q96EY5	MVB12A CFBP FAM125A	5 out of 5	28,783
Q13394	MAB21L1 CAGR1 Nbla00126	5 out of 5	40,956
Q9HCC0	MCCC2 MCCB	5 out of 5	61,333
Q5U623	ATF7IP2 MCAF2	4 out of 5	75,764
Q8IX19	MCEMP1 C19orf59	3 out of 5	21,229
O60942	RNGTT CAP1A	5 out of 5	68,557
Q8NI22	MCFD2 SDNSF	5 out of 5	16,390
Q7L590	MCM10 PRO2249	5 out of 5	98,183
Q9GZU1	MCOLN1 ML4 MSTP080	5 out of 5	65,022
P33993	MCM7 CDC47 MCM2	5 out of 5	81,308
Q9UJA3	MCM8 C20orf154	5 out of 5	93,697
Q9NXL9	MCM9 C6orf61 MCMDC1	5 out of 5	127,313
Q9Y6D9	MAD1L1 MAD1 TXBP181	5 out of 5	83,067
Q9NWR8	MCUB CCDC109B	5 out of 5	39,082
Q8NFP4	MDGA1 MAMDC3	5 out of 5	105,790
Q7Z553	MDGA2 MAMDC1 UNQ8188/PRO23197	4 out of 5	107,436
Q15528	MED22 SURF5	5 out of 5	22,221
Q02080	MEF2B XMEF2	5 out of 5	38,639
Q14814	MEF2D	5 out of 5	55,938
A6BM72	MEGF11 KIAA1781 UNQ1949/PRO4432	5 out of 5	110,844
Q9H1U4	MEGF9 EGFL5 KIAA0818 UNQ671/PRO1305	4 out of 5	62,984
O00470	MEIS1	5 out of 5	43,016
O14770	MEIS2 MRG1	5 out of 5	51,790
Q99687	MEIS3 MRG2	3 out of 5	41,115
Q9Y316	MEMO1 C2orf4 MEMO NS5ATP7 CGI-27	5 out of 5	33,733
Q5VYS4	MEDAG AWMS3 C13orf33 MEDA4	3 out of 5	34,190
Q02078	MEF2A MEF2	5 out of 5	54,811
Q16820	MEP1B	5 out of 5	79,571
Q9BUN1	MENT C1orf56 UNQ547/PRO1104	3 out of 5	36,769
P50221	MEOX1 MOX1	5 out of 5	27,997
Q7L2J0	MEPCE BCDIN3	5 out of 5	74,355
P35240	NF2 SCH	5 out of 5	69,690
Q8N4P3	HDDC3 MESH1	5 out of 5	20,329
Q5EB52	MEST PEG1	4 out of 5	38,830
Q9HCE5	METTL14 KIAA1627	5 out of 5	52,150
P53602	MVD MPD	5 out of 5	43,405
A6NJ78	METTL15 METT5D1	4 out of 5	46,121
P10243	MYBL1 AMYB	5 out of 5	85,887
Q99417	MYCBP AMY1	5 out of 5	11,967
Q8N699	MYCT1 MTLC MTMC1	3 out of 5	26,593
Q96QE2	SLC2A13	4 out of 5	70,371
P23409	MYF6 BHLHC4 MRF4	5 out of 5	26,953
Q8TCB7	METTL6	2 out of 5	33,251
Q9H1A3	METTL9 DREV CGI-81	3 out of 5	36,536
Q13126	MTAP MSAP	5 out of 5	31,236
Q8N5U1	MS4A15	2 out of 5	25,050
A6NCF6	MAGEA13P	1 out of 5	37,899
Q16706	MAN2A1 MANA2	5 out of 5	131,141
Q9Y2E5	MAN2B2 KIAA0935	5 out of 5	113,979
Q9NTJ4	MAN2C1 MANA MANA1	5 out of 5	115,835
Q9H9H5	MAP6D1	4 out of 5	21,005
O43708	GSTZ1 MAAI	5 out of 5	24,212
Q5TCX8	MAP3K21 KIAA1804 MLK4	5 out of 5	113,957
Q9Y2U5	MAP3K2 MAPKKK2 MEKK2	5 out of 5	69,741
Q05195	MXD1 MAD	5 out of 5	25,254
P43364	MAGEA11 MAGE11	5 out of 5	48,129
O75444	MAF	5 out of 5	38,492
P43366	MAGEB1 MAGEL1 MAGEXP	2 out of 5	39,037
Q9UJ55	MAGEL2 NDNL1	5 out of 5	132,822
Q9Y5Q3	MAFB KRML	5 out of 5	35,792
P43357	MAGEA3 MAGE3	5 out of 5	34,747
Q9Y5V3	MAGED1 NRAGE PP2250 PRO2292	5 out of 5	86,161
Q9UNF1	MAGED2 BCG1	5 out of 5	64,954
Q9HCI5	MAGEE1 HCA1 KIAA1587	4 out of 5	103,254
Q3KP22	MAJIN C11orf85	3 out of 5	20,078
Q13021	MALL BENE	4 out of 5	17,350
Q96QZ7	MAGI1 AIP3 BAIAP1 BAP1 TNRC19	5 out of 5	164,581
Q8N4S9	MARVELD2 TRIC	5 out of 5	64,168
Q96A59	MARVELD3 MRVLDC3	5 out of 5	44,911
Q96JK9	MAML3 KIAA1816	5 out of 5	122,293
Q16655	MLANA MART1	5 out of 5	13,157
Q5VT66	MARC1 MOSC1	5 out of 5	37,499
Q14244	MAP7	5 out of 5	84,052
Q9Y2H9	MAST1 KIAA0973 SAST	5 out of 5	170,677
P29966	MARCKS MACS PRKCSL	5 out of 5	31,555
O60307	MAST3 KIAA0561	5 out of 5	143,137
Q9P0L2	MARK1 KIAA1477 MARK	5 out of 5	89,003
Q6ZN01	MAMSTR MASTR	3 out of 5	44,632
Q96EH3	MALSU1 C7orf30	4 out of 5	26,170
Q96L34	MARK4 KIAA1860 MARKL1	5 out of 5	82,520
Q8N8R3	SLC25A29 C14orf69 ORNT3	5 out of 5	32,062
Q96PE7	MCEE	5 out of 5	18,749
Q9BQD1	PMCHL2	2 out of 5	9,856
D6RGH6	MCIDAS IDAS MCI MCIN	5 out of 5	41,720
P20382	PMCH MCH	4 out of 5	18,679
Q14566	MCM6	5 out of 5	92,889
Q8IZK6	MCOLN2	5 out of 5	65,942
Q8TDD5	MCOLN3	5 out of 5	64,248
P33992	MCM5 CDC46	5 out of 5	82,286
Q6DN14	MCTP1	5 out of 5	111,624
Q71F56	MED13L KIAA1025 PROSIT240 THRAP2 TRAP240L	5 out of 5	242,602
A0A1B0GVS7	MDFIC2	2 out of 5	21,509
Q5I0G3	MDH1B	3 out of 5	58,651
O15151	MDM4 MDMX	5 out of 5	54,864
Q9NU22	MDN1 KIAA0301	5 out of 5	632,820
P21439	ABCB4 MDR3 PGY3	5 out of 5	141,523
O60244	MED14 ARC150 CRSP2 CXorf4 DRIP150 EXLM1 RGR1 TRAP170	5 out of 5	160,607
Q9UHV7	MED13 ARC250 KIAA0593 THRAP1 TRAP240	5 out of 5	239,297
Q9NVC6	MED17 ARC77 CRSP6 DRIP77 DRIP80 TRAP80	5 out of 5	72,890
Q13503	MED21 SRB7 SURB7	5 out of 5	15,564
O75448	MED24 ARC100 CRSP4 DRIP100 KIAA0130 THRAP4 TRAP100	5 out of 5	110,305
Q71SY5	MED25 ACID1 ARC92 PTOV2 TCBAP0758	5 out of 5	78,171
Q9ULK4	MED23 ARC130 CRSP3 DRIP130 KIAA1216 SUR2	5 out of 5	156,474
Q9NPJ6	MED4 ARC36 DRIP36 VDRIP HSPC126	5 out of 5	29,745
Q9NX70	MED29 IXL	5 out of 5	21,073
Q06413	MEF2C	5 out of 5	51,221
O15553	MEFV MEF TRIM20	5 out of 5	86,444
Q96KG7	MEGF10 KIAA1780	5 out of 5	122,205
O75095	MEGF6 EGFL3 KIAA0815	4 out of 5	161,185
Q7Z7M0	MEGF8 C19orf49 EGFL4 KIAA0817	5 out of 5	303,100
Q5TIA1	MEI1	4 out of 5	141,161
A0A087WXM9	MEIKIN	2 out of 5	40,829
A2RUB1	MEIOC C17orf104	4 out of 5	107,559
P50222	MEOX2 GAX MOX2	5 out of 5	33,594
Q9NQ76	MEPE	5 out of 5	58,419
Q9UIF7	MUTYH MYH	5 out of 5	60,069
Q86XA0	METTL23 C17orf95	5 out of 5	21,469
Q5JXM2	METTL24 C6orf186	2 out of 5	41,330
Q96IZ6	METTL2A METTL2 HSPC266	3 out of 5	43,537
Q9H8H3	METTL7A PRO0066 UNQ1902/PRO4348	4 out of 5	28,319
Q9H7H0	METTL17 METT11D1	5 out of 5	50,734
Q53QV2	LBH	4 out of 5	12,217
Q6ISS4	LAIR2 CD306	3 out of 5	16,280
Q8NC56	LEMD2	5 out of 5	56,975
O15480	MAGEB3	2 out of 5	39,211
Q9H0U3	MAGT1 IAG2 PSEC0084 UNQ628/PRO1244	5 out of 5	38,037
O60732	MAGEC1	3 out of 5	123,643
P20916	MAG GMA	5 out of 5	69,069
Q13495	MAMLD1 CG1 CXorf6	5 out of 5	83,231
Q9NQG1	MANBAL	2 out of 5	9,467
Q9Y2U8	LEMD3 MAN1	5 out of 5	99,997
P21145	MAL	5 out of 5	16,714
Q5SRI9	MANEA	4 out of 5	53,671
Q6UB28	METAP1D MAP1D	5 out of 5	37,088
P49137	MAPKAPK2	5 out of 5	45,568
Q16644	MAPKAPK3	5 out of 5	42,987
Q9NX47	MARCH5 RNF153	5 out of 5	31,232
P48740	MASP1 CRARF CRARF1 PRSS5	5 out of 5	79,247
O00187	MASP2	5 out of 5	75,702
Q86YJ5	MARCH9 RNF179	5 out of 5	37,772
Q8NA82	MARCH10 RNF190	4 out of 5	90,511
Q7KZI7	MARK2 EMK1	5 out of 5	87,911
P27448	MARK3 CTAK1 EMK2	5 out of 5	84,429
P35410	MAS1L MRG	3 out of 5	42,411
Q8TCQ1	MARCH1 RNF171	5 out of 5	32,308
Q9P0N8	MARCH2 RNF172 HSPC240	5 out of 5	26,995
Q7Z434	MAVS IPS1 KIAA1271 VISA	5 out of 5	56,528
Q9NR56	MBNL1 EXP KIAA0428 MBNL	5 out of 5	41,817
Q5VZF2	MBNL2 MBLL MBLL39 MLP1	5 out of 5	40,518
A2RUH7	MYBPHL	2 out of 5	38,733
Q6ZNC8	MBOAT1 OACT1	5 out of 5	56,557
Q8WWY6	MBD3L1 MBD3L	3 out of 5	21,616
A6NDZ8	MBD3L4	2 out of 5	23,121
A0A1B0GVZ6	MBD3L2B	2 out of 5	22,665
Q05BQ5	MBTD1	4 out of 5	70,547
P41968	MC3R	5 out of 5	36,043
P33032	MC5R	5 out of 5	36,601
O15068	MCF2L KIAA0362 OST	5 out of 5	128,109
Q99705	MCHR1 GPR24 SLC1	5 out of 5	45,963
Q9BTE3	MCMBP C10orf119	5 out of 5	72,980
Q8NEM0	MCPH1	5 out of 5	92,849
P25205	MCM3	5 out of 5	90,981
C9JLW8	MCRIP1 FAM195B GRAN2	5 out of 5	10,920
Q96EZ8	MCRS1 INO80Q MSP58	5 out of 5	51,803
Q6DN12	MCTP2	5 out of 5	99,596
P49901	SMCP MCS MCSP	5 out of 5	12,767
Q13257	MAD2L1 MAD2	5 out of 5	23,510
Q9P1T7	MDFIC	5 out of 5	25,788
Q8TC05	MDM1	5 out of 5	80,735
Q00987	MDM2	5 out of 5	55,233
P08183	ABCB1 MDR1 PGY1	5 out of 5	141,479
Q8NDY4	MDS2	2 out of 5	15,384
O60682	MSC ABF1 BHLHA22	5 out of 5	22,068
Q8N9H8	EXD3 HBE269	4 out of 5	96,598
Q9BV79	MECR NBRF1 CGI-63	5 out of 5	40,462
Q9P086	MED11 HSPC296	4 out of 5	13,129
Q93074	MED12 ARC240 CAGH45 HOPA KIAA0192 TNRC11 TRAP230	5 out of 5	243,081
Q9BUE0	MED18	4 out of 5	23,663
Q15648	MED1 ARC205 CRSP1 CRSP200 DRIP205 DRIP230 PBP PPARBP PPARGBP RB18A TRAP220 TRIP2	5 out of 5	168,478
Q9H944	MED20 TRFP	5 out of 5	23,222
O95402	MED26 ARC70 CRSP7	5 out of 5	65,446
Q96HR3	MED30 THRAP6 TRAP25	5 out of 5	20,277
P40306	PSMB10 LMP10 MECL1	5 out of 5	28,936
A5LHX3	PSMB11	5 out of 5	32,530
P49768	PSEN1 AD3 PS1 PSNL1	5 out of 5	52,668
O95456	PSMG1 C21LRP DSCR2 PAC1	5 out of 5	32,854
Q9BT73	PSMG3 C7orf48 PAC3	3 out of 5	13,104
Q8IV42	PSTK C10orf89	3 out of 5	39,527
Q6UWS5	PET117 UNQ607/PRO1194	2 out of 5	9,223
P26599	PTBP1 PTB	5 out of 5	57,221
Q9Y6C5	PTCH2 UNQ560/PRO1121/PRO57079	5 out of 5	130,544
Q6ZW05	PTCHD4 C6orf138 PTCH53	4 out of 5	96,371
Q8WV60	PTCD2	4 out of 5	43,968
Q86Y79	PTRH1 C9orf115	2 out of 5	22,937
P20264	POU3F3 BRN1 OTF8	5 out of 5	50,327
Q12837	POU4F2 BRN3B	5 out of 5	43,087
Q9NXH3	PPP1R14D GBPI	4 out of 5	16,508
Q9BZL4	PPP1R12C LENG3 MBS85	5 out of 5	84,881
P30405	PPIF CYP3	5 out of 5	22,040
P23942	PRPH2 PRPH RDS TSPAN22	5 out of 5	39,186
P07225	PROS1 PROS	5 out of 5	75,123
Q8N8Z3	PRR26 C10orf108	1 out of 5	24,207
Q6MZQ0	PRR5L PROTOR2	5 out of 5	40,836
A1L453	PRSS38 MPN2	3 out of 5	35,356
P20618	PSMB1 PSC5	5 out of 5	26,489
P49721	PSMB2	5 out of 5	22,836
Q5JS54	PSMG4 C6orf86 PAC4	3 out of 5	13,775
Q06323	PSME1 IFI5111	5 out of 5	28,723
Q14997	PSME4 KIAA0077	5 out of 5	211,334
Q92530	PSMF1	5 out of 5	29,817
Q969U7	PSMG2 HCCA3 PAC2 TNFSF5IP1	5 out of 5	29,396
Q9HC23	PROK2 BV8	5 out of 5	14,314
O60508	CDC40 EHB3 PRP17 PRPF17	5 out of 5	65,521
P60900	PSMA6 PROS27	5 out of 5	27,399
P28062	PSMB8 LMP7 PSMB5i RING10 Y2	5 out of 5	30,354
P28065	PSMB9 LMP2 PSMB6i RING12	5 out of 5	23,264
P62714	PPP2CB	5 out of 5	35,575
Q9H2H8	PPIL3	5 out of 5	18,155
P35813	PPM1A PPPM1A	5 out of 5	42,448
Q86UA1	PRPF39	3 out of 5	78,430
Q8IZ63	PRR22	2 out of 5	43,980
Q96S07	PRR25 gs64	1 out of 5	40,998
Q86XN7	PROSER1 C13orf23 KIAA2032	2 out of 5	95,698
Q53SZ7	PRR30 C2orf53	2 out of 5	44,690
Q99633	PRPF18 HPRP18	5 out of 5	39,860
Q86TP1	PRUNE1 PRUNE	5 out of 5	50,200
P79522	PRR3 CAT56	4 out of 5	20,640
O43395	PRPF3 HPRP3 PRP3	5 out of 5	77,529
Q13523	PRPF4B KIAA0536 PRP4 PRP4H PRP4K	5 out of 5	116,987
Q6ZR98	PRSS43	3 out of 5	28,560
Q96HE9	PRR11	4 out of 5	40,085
Q9ULL5	PRR12 KIAA1205	3 out of 5	129,991
Q9NZ81	PRR13 TXR1 BM-041	5 out of 5	15,385
P25788	PSMA3 HC8 PSC8	5 out of 5	28,433
O15355	PPM1G PPM1C	5 out of 5	59,272
Q8TCE9	LGALS14 PPL13	5 out of 5	16,094
P45877	PPIC CYPC	5 out of 5	22,763
Q96MI6	PPM1M PPM1E	3 out of 5	30,375
O43586	PSTPIP1 CD2BP1	5 out of 5	47,591
P53041	PPP5C PPP5	5 out of 5	56,879
Q8WY54	PPM1E CAMKN KIAA1072 POPX1	5 out of 5	83,952
Q5T8A7	PPP1R26 KIAA0649	4 out of 5	127,351
Q86WC6	PPP1R27 DYSFIP1	3 out of 5	17,438
Q9Y3C6	PPIL1 CYPL1 CGI-124 UNQ2425/PRO4984	5 out of 5	18,237
Q7Z5V6	PPP1R32 C11orf66	3 out of 5	47,295
P06401	PGR NR3C3	5 out of 5	98,981
O75626	PRDM1 BLIMP1	5 out of 5	91,771
Q9NQX1	PRDM5 PFM2	5 out of 5	73,090
Q06830	PRDX1 PAGA PAGB TDPX2	5 out of 5	22,110
P16471	PRLR	5 out of 5	69,506
P20265	POU3F2 BRN2 OCT7 OTF7	5 out of 5	46,893
Q9UKY4	POMT2	5 out of 5	84,214
P49593	PPM1F KIAA0015 POPX2	5 out of 5	49,831
Q6NYC8	PPP1R18 HKMT1098 KIAA1949	5 out of 5	67,943
Q5R3F8	ELFN2 KIAA1904 LRRC62 PPP1R29	5 out of 5	89,687
O96001	PPP1R17 C7orf16 GSBS	3 out of 5	17,866
Q70Z35	PREX2 DEPDC2	5 out of 5	182,622
P49642	PRIM1	4 out of 5	49,902
Q9NQX0	PRDM6 PFM3	5 out of 5	64,452
Q9NQW5	PRDM7 PFM4	4 out of 5	55,777
Q9NQV8	PRDM8 PFM5	5 out of 5	71,663
P04554	PRM2	5 out of 5	13,051
P30048	PRDX3 AOP1	5 out of 5	27,693
P23284	PPIB CYPB	5 out of 5	23,743
Q08752	PPID CYP40 CYPD	5 out of 5	40,764
Q9UMR5	PPT2	5 out of 5	34,225
P78424	POU6F2 RPF1	5 out of 5	73,265
Q9BXR3	ERVK-6 ERVK6	4 out of 5	107,688
Q8NE79	BVES POP1 POPDC1	5 out of 5	41,451
Q6S8J3	POTEE A26C1A POTE2	4 out of 5	121,363
Q9H8P0	SRD5A3 SRD5A2L	5 out of 5	36,521
Q5JR12	PPM1J PPP2CZ	3 out of 5	54,834
Q8N3J5	PPM1K PP2CM	5 out of 5	40,997
Q5SGD2	PPM1L PP2CE	5 out of 5	41,053
P01236	PRL	5 out of 5	25,876
Q8NHR9	PFN4	3 out of 5	14,319
Q99935	OPRPN BPLP PROL1	5 out of 5	27,217
P85299	PRR5 PROTOR1 PP610	5 out of 5	42,753
P20472	PVALB	5 out of 5	12,059
Q9UKI9	POU2F3 OTF11 PLA1	5 out of 5	47,432
Q8WVV4	POF1B	5 out of 5	68,065
Q96C90	PPP1R14B PLCB3N PNG	3 out of 5	15,911
Q6PJE2	POMZP3	3 out of 5	20,620
Q96A00	PPP1R14A CPI17 PPP1INL	4 out of 5	16,693
Q16378	PRR4 LPRP PROL4	3 out of 5	15,097
Q12857	NFIA KIAA1439	5 out of 5	55,944
O00712	NFIB	5 out of 5	47,442
Q86X76	NIT1	4 out of 5	35,896
Q8N8Q9	NIPA2	3 out of 5	39,185
P52952	NKX2-5 CSX NKX2.5 NKX2E	5 out of 5	34,918
O60551	NMT2	5 out of 5	56,980
A6NJU9	NPIPB13	2 out of 5	125,964
Q96PH1	NOX5	5 out of 5	86,439
Q9UM47	NOTCH3	5 out of 5	243,631
O15130	NPFF	5 out of 5	12,440
Q99466	NOTCH4 INT3	5 out of 5	209,622
A4D2B8	PMS2P1 PMS2L1 PMS2L13 PMS2L6 PMS2L8 PMS3 PMS8 PMSR2	4 out of 5	47,508
O95744	PMS2P2 PMS2L14 PMS2L2 PMS4	3 out of 5	32,669
Q13401	PMS2P3 PMS2L3 PMS2L9 PMS5 PMSR3	4 out of 5	18,716
A8MQ11	PMS2P5 PMS2L5 PMS4 PMS7	3 out of 5	15,170
Q13670	PMS2P11 PMS2L11 PMSR6	2 out of 5	28,555
O43808	SLC25A17 PMP34	5 out of 5	34,567
A0A1W2PS18	PMIS2	2 out of 5	15,819
Q6X4W1	NSMF NELF	5 out of 5	60,143
Q63ZY6	NSUN5P2 NSUN5C WBSCR20B WBSCR20C	5 out of 5	34,347
Q15738	NSDHL H105E3	5 out of 5	41,900
Q8WV22	NSMCE1 HSPC333 HSPC337	5 out of 5	30,855
Q9Y328	NSG2 CALY3	4 out of 5	19,085
O43920	NDUFS5	4 out of 5	12,518
Q07444	KLRC3 NKG2E	5 out of 5	27,100
P08949	NMB	5 out of 5	13,252
Q13287	NMI	5 out of 5	35,057
Q6P988	NOTUM OK/SW-CL.30	5 out of 5	55,699
P51805	PLXNA3 PLXN4 SEX	5 out of 5	207,703
Q99457	NAP1L3 BNAP	2 out of 5	57,593
O15031	PLXNB2 KIAA0315	5 out of 5	205,127
Q9UHC9	NPC1L1	5 out of 5	148,728
A6NHN6	NPIPB15 NPIPL2	2 out of 5	51,267
Q8NG41	NPB PPL7 PPNPB	3 out of 5	13,097
Q96IY1	NSL1 C1orf48 DC31 DC8 MIS14	5 out of 5	32,162
Q16620	NTRK2 TRKB	5 out of 5	91,999
Q12769	NUP160 KIAA0197 NUP120	5 out of 5	162,121
Q96CW9	NTNG2 KIAA1857 LMNT2 UNQ9381/PRO34206	5 out of 5	59,799
Q99650	OSMR OSMRB	5 out of 5	110,509
Q9NRP0	OSTC DC2 HDCMD45P HSPC307	4 out of 5	16,829
Q9NWU1	OXSM	5 out of 5	48,843
P51582	P2RY4 NRU	5 out of 5	40,963
Q15391	P2RY14 GPR105 KIAA0001	4 out of 5	38,971
O43422	THAP12 DAP4 P52RIPK PRKRIR THAP0	5 out of 5	87,704
P32322	PYCR1	5 out of 5	33,361
Q9UBL9	P2RX2 P2X2	5 out of 5	51,754
P56373	P2RX3	5 out of 5	44,289
Q9BTU6	PI4K2A	5 out of 5	54,022
P49720	PSMB3	5 out of 5	22,949
P28074	PSMB5 LMPX MB1 X	5 out of 5	28,480
Q13310	PABPC4 APP1 PABP4	5 out of 5	70,783
Q9UKS6	PACSIN3	5 out of 5	48,487
Q96M98	PACRG GLUP	5 out of 5	33,342
P09466	PAEP	5 out of 5	20,624
O75459	PAGE1 GAGE9 GAGEB1	3 out of 5	16,150
Q02509	OC90 PLA2L	4 out of 5	51,728
P21953	BCKDHB	5 out of 5	43,122
Q3SX64	ODF3L2 C19orf19	2 out of 5	30,781
Q17RF5	ODAPH C4orf26	4 out of 5	15,556
Q9BZK8	OCR1	1 out of 5	8,369
Q14990	ODF1 HSPB10 ODFP	4 out of 5	28,366
O75807	PPP1R15A GADD34	5 out of 5	73,478
P12694	BCKDHA	5 out of 5	50,471
Q8IZS5	OFCC1 MRDS1	4 out of 5	26,754
Q6NWY9	PRPF40B HYPC	5 out of 5	99,358
Q9NRN5	OLFML3 PSEC0035 PSEC0173 PSEC0244 UNQ663/PRO1294	4 out of 5	46,010
Q5VTA0	PRAMEF17	2 out of 5	54,769
Q5SWL8	PRAMEF19	2 out of 5	55,208
O60890	OPHN1	5 out of 5	91,641
Q92733	PRCC TPRC	5 out of 5	52,418
Q00LT1	PRCD	4 out of 5	6,007
Q9UBM4	OPTC OPT	4 out of 5	37,261
Q8NGS3	OR1J1	3 out of 5	35,493
P04000	OPN1LW RCP	5 out of 5	40,572
Q8NGA1	OR1M1	3 out of 5	34,840
Q8NGR9	OR1N2	4 out of 5	36,889
Q8NGQ3	OR1S2	4 out of 5	36,579
Q96CV9	OPTN FIP2 GLC1E HIP7 HYPL NRP	5 out of 5	65,922
P58170	OR1D5	3 out of 5	35,424
Q8NG85	OR2L3	3 out of 5	35,282
Q8NG80	OR2L5 OR2L11	3 out of 5	35,648
Q8N349	OR2L13 OR2L14	3 out of 5	35,634
Q8NG83	OR2M3 OR2M3P OR2M6	3 out of 5	34,827
Q8NGP0	OR4C13	3 out of 5	34,582
A3KFT3	OR2M5 OR2M5P	3 out of 5	35,112
O95221	OR5F1	4 out of 5	35,132
A6NKK0	OR5H1	4 out of 5	35,387
Q8NGV7	OR5H2	4 out of 5	35,974
Q8NGN0	OR4D5	3 out of 5	35,771
Q6IF00	OR2T2 OR2T2P	3 out of 5	36,228
Q8NH18	OR5J2	3 out of 5	34,808
Q8NGQ2	OR6Q1	4 out of 5	35,736
Q8NGN1	OR6T1	4 out of 5	36,348
Q8NH21	OR4F5	3 out of 5	34,330
Q8NGP4	OR5M3	3 out of 5	35,156
Q8NGD4	OR4K1	3 out of 5	35,201
Q8NH42	OR4K13	3 out of 5	34,261
Q8WZ94	OR5P3	4 out of 5	34,296
O76100	OR7A10	3 out of 5	34,406
O14581	OR7A17	3 out of 5	34,013
Q8NGG2	OR5T2	4 out of 5	40,696
Q8NGD0	OR4M1	3 out of 5	35,488
Q8NGF9	OR4X2	3 out of 5	34,289
Q8NGH3	OR2D3	3 out of 5	37,489
Q8NGQ6	OR9I1	3 out of 5	34,908
Q8NGZ5	OR2G2	3 out of 5	35,559
Q5TZ20	OR2G6	3 out of 5	34,890
A6NL26	OR5B21	3 out of 5	34,174
Q96RD0	OR8B2	4 out of 5	35,272
Q9H209	OR10A4 OR10A4P	4 out of 5	35,117
Q6NXP6	NOXRED1 C14orf148	2 out of 5	39,880
Q8NH80	OR10D3 OR10D3P	3 out of 5	34,812
Q8NGC3	OR10G2	3 out of 5	34,472
A6NND4	OR2AT4	3 out of 5	35,503
Q8NGN4	OR10G9 OR10G10P	3 out of 5	34,574
Q8NGS8	OR13C5	4 out of 5	35,796
Q8NGA5	OR10H4	4 out of 5	35,765
A6NDL8	OR6C68	3 out of 5	35,296
A6NL08	OR6C75	3 out of 5	35,372
Q9H2C8	OR51V1 OR51A12	3 out of 5	36,749
Q9UKL2	OR52A1	4 out of 5	35,322
A6NMZ5	OR4C45	2 out of 5	35,341
Q96RD2	OR52B2	3 out of 5	36,185
Q9UGF5	OR14J1 OR5U1	4 out of 5	35,892
Q8NH60	OR52J3	3 out of 5	35,091
Q8WVF1	OSCP1 C1orf102 NOR1	4 out of 5	44,586
Q8NHW6	OTOS OTOSP	2 out of 5	9,939
Q96FW1	OTUB1 OTB1 OTU1 HSPC263	5 out of 5	31,284
P10451	SPP1 BNSP OPN PSEC0156	5 out of 5	35,423
Q13438	OS9	5 out of 5	75,562
Q9BZF2	OSBPL7 ORP7	5 out of 5	95,432
P02818	BGLAP	5 out of 5	10,963
A6NNC1		2 out of 5	94,058
Q969R2	OSBP2 KIAA1664 ORP4 OSBPL4	5 out of 5	101,266
P32243	OTX2	5 out of 5	31,636
Q8IYS1	PM20D2 ACY1L2	3 out of 5	47,776
O00398	P2RY10	4 out of 5	38,774
Q9H244	P2RY12 HORK3	5 out of 5	39,439
Q9UNF0	PACSIN2	5 out of 5	55,739
Q8WV74	NUDT8	3 out of 5	25,370
Q53FV1	ORMDL2 HSPC160 MSTP095	3 out of 5	17,363
Q8N138	ORMDL3	5 out of 5	17,495
Q9BXI2	SLC25A2 ORNT2	4 out of 5	32,580
P78527	PRKDC HYRC HYRC1	5 out of 5	469,089
O60260	PRKN PARK2	5 out of 5	51,641
O75569	PRKRA PACT RAX HSD-14 HSD14	5 out of 5	34,404
P51817	PRKX PKX1	5 out of 5	40,896
O43930	PRKY	4 out of 5	31,708
Q7L8S5	OTUD6A DUBA2	4 out of 5	33,300
Q7RTS5	OTOP3	3 out of 5	66,296
Q8WZ82	OVCA2	3 out of 5	24,418
Q9H1P3	OSBPL2 KIAA0772 ORP2	5 out of 5	55,201
Q7RTW8	OTOA	5 out of 5	128,533
Q8N2R0	OSR2	5 out of 5	35,513
A8MW92	PHF20L1 CGI-72	3 out of 5	115,010
Q8TDS5	OXER1 GPR170 TG1019	5 out of 5	45,811
P32242	OTX1	5 out of 5	37,327
O75747	PIK3C2G	5 out of 5	165,715
O14683	TP53I11 PIG11	3 out of 5	21,054
Q99571	P2RX4	5 out of 5	43,369
Q9BZF3	OSBPL6 ORP6	5 out of 5	106,306
Q96SU4	OSBPL9 ORP9 OSBP4	5 out of 5	83,185
Q8N573	OXR1 Nbla00307	5 out of 5	97,970
Q6GTS8	PM20D1	5 out of 5	55,741
Q06190	PPP2R3A PPP2R3	5 out of 5	130,278
P13674	P4HA1 P4HA	5 out of 5	61,049
P54886	ALDH18A1 GSAS P5CS PYCS	5 out of 5	87,302
Q96C36	PYCR2	5 out of 5	33,637
Q8NBR0	TP53I13 DSCP1	4 out of 5	42,238
P47712	PLA2G4A CPLA2 PLA2G4	5 out of 5	85,239
Q9UP65	PLA2G4C	5 out of 5	60,939
P27986	PIK3R1 GRB1	5 out of 5	83,598
Q8NH19	OR10AG1	3 out of 5	34,105
Q8NHA4	OR2AE1 OR2AE2	3 out of 5	36,588
Q9UKK6	NXT1	5 out of 5	15,847
Q9Y4A9	OR10H1	4 out of 5	35,254
Q9NPJ8	NXT2 BM-025 DC9	5 out of 5	16,228
P30954	OR10J1	4 out of 5	35,925
Q8NGK0	OR51G2	3 out of 5	35,012
Q9H343	OR51I1	3 out of 5	35,484
Q8NG92	OR13H1	3 out of 5	34,570
