Entry	Gene names
Q9BY43	CHMP4A C14orf123 SHAX2 CDA04 HSPC134
Q9H444	CHMP4B C20orf178 SHAX1
Q96CF2	CHMP4C SHAX3
P59074	CHMP4BP1 CGI-301
O75752	B3GALNT1 B3GALT3 UNQ531/PRO1074
O96024	B3GALT4 GALT4
Q9Y3E7	CHMP3 CGI149 NEDF VPS24 CGI-149
Q96L58	B3GALT6
Q9BYG0	B3GNT5
O43505	B4GAT1 B3GNT1 B3GNT6
Q00973	B4GALNT1 GALGT SIAT2
Q9Y5Z6	B3GALT1
P0C853	BAALC-AS2 BAALCOS C8orf56
Q9NWV8	BABAM1 C19orf62 MERIT40 NBA1 HSPC142
O43745	CHP2 HCA520
O00154	ACOT7 BACH
Q92934	BAD BBC6 BCL2L8
Q13829	TNFAIP1 BACURD2 EDP1
Q99933	BAG1 HAP
P56817	BACE1 BACE KIAA1149
O95429	BAG4 SODD
Q13072	BAGE BAGE1
Q86Y30	BAGE2
Q86Y29	BAGE3
Q86Y28	BAGE4 MLL3P
Q86Y27	BAGE5
Q9P281	BAHCC1 BAHD2 KIAA1447
Q8TBE0	BAHD1 KIAA0945
Q86X52	CHSY1 CHSY CSS1 KIAA0990 UNQ756/PRO1487
Q8IZ52	CHPF CSS2 UNQ651/PRO1281
Q8NDB2	BANK1
Q9Y4C5	CHST2 GN6ST
Q7LGC8	CHST3
Q8IXM2	BAP18 C17orf49
Q9GZX3	CHST6
Q9NS84	CHST7
Q7L1S5	CHST9 UNQ2549/PRO6175
O43529	CHST10
Q9NPF2	CHST11
Q9UHQ4	BCAP29 BAP29
Q9NRB3	CHST12 UNQ500/PRO1017
P51572	BCAP31 BAP31 DXS1357E
Q99728	BARD1
Q8WUH1	CHURC1 C14orf52 CHCH My015
Q8N1L9	BATF2
Q9BXH1	BBC3 PUMA
Q9NRL2	BAZ1A ACF1 WCRF180 HSPC317
Q8TAL5	C9orf43
Q9UIF9	BAZ2A KIAA0314 TIP5
Q96MD7	C9orf85
Q5T280	SPOUT1 C9orf114
Q92667	AKAP1 AKAP149 PRKA1
P20292	ALOX5AP FLAP
O95626	ANP32D PP32R2
Q6ZTN6	ANKRD13D
Q9UJX6	ANAPC2 APC2 KIAA1406
O60678	PRMT3 HRMT1L3
Q6ZW76	ANKS3 KIAA1977
P47755	CAPZA2
Q8WU43	C2orf15
A6NJV1	C2orf70
A6NCS6	C2orf72
Q3KRA6	C2orf76
A6NCI8	C2orf78
Q0P641	C2orf80
Q6ZV80	C2orf91
Q9NWB6	ARGLU1
Q92974	ARHGEF2 KIAA0651 LFP40
Q9NR80	ARHGEF4 KIAA1112
Q15052	ARHGEF6 COOL2 KIAA0006 PIXA
O15085	ARHGEF11 KIAA0380
Q9NZN5	ARHGEF12 KIAA0382 LARG
Q96PE2	ARHGEF17 KIAA0337 TEM4
Q8IW93	ARHGEF19
O95376	ARIH2 ARI2 TRIAD1 HT005
Q68CP9	ARID2 BAF200 KIAA1557
A6NKF2	ARID3C
O95154	AKR7A3 AFAR2
Q8N8L6	ARL10 ARL10A
Q969Q4	ARL11 ARLTS1
Q9NXU5	ARL15 ARFRP2
Q9NVJ2	ARL8B ARL10C GIE1
P49703	ARL4D ARF4L
Q9Y689	ARL5A ARFLP5 ARL5
Q9H0F7	ARL6 BBS3
Q9NVT9	ARMC1 ARCP
Q13191	CBLB RNF56 Nbla00127
Q9ULV8	CBLC CBL3 RNF57
P22681	CBL CBL2 RNF55
P15085	CPA1 CPA
P15088	CPA3
Q8N4T0	CPA6 CPAH
Q9UPW5	AGTPBP1 CCP1 KIAA1035 NNA1
Q5U5Z8	AGBL2 CCP2
P14384	CPM
P15169	CPN1 ACBP
Q8IVL8	CPO
Q9Y646	CPQ LCH1 PGCP
Q9BRT8	CBWD1
Q8IUF1	CBWD2
Q5JTY5	CBWD3
Q5RIA9	CBWD5
Q4V339	CBWD6 CBWD7
Q14781	CBX2
P45973	CBX5 HP1A
O95931	CBX7
A6NI87	CBY3
Q9HBI5	C3orf14 HT021
Q8ND61	C3orf20
Q6P1S2	C3orf33 MSTP052
Q96BT1	C3orf49
A1A4F0	PQLC2L C3orf55
H3BNL1	C3orf84
A0A1B0GTC6	C3orf85
P0DN24	C3orf86
Q8IYK2	CCDC105
Q9BWC9	CCDC106
Q8WV48	CCDC107 PSEC0222
Q8TBZ0	CCDC110 KMHN1
Q8NEF3	CCDC112 MBC1
Q96M63	CCDC114
Q8IWD4	CCDC117
Q96HB5	CCDC120 JM11
Q86Z20	CCDC125 KENAE
Q9H6E4	CCDC134
Q8IYE0	CCDC146 KIAA1505
Q8NFR7	CCDC148
Q8NCX0	CCDC150
Q4G0S7	CCDC152 Chr5_400
A6NI56	CCDC154 C16orf29
A0A0D9SF12	CCDC163 C1orf231 CCDC163P
Q8NDH2	CCDC168 C13orf40
P0C7W6	CCDC172 C10orf96
Q0VFZ6	CCDC173 C2orf77
Q9UFE4	CCDC39
Q96ER9	CCDC51
Q2TAC2	CCDC57
Q9Y6R9	CCDC61
Q6P9F0	CCDC62
Q8NA47	CCDC63
A2RUB6	CCDC66
Q9H2F9	CCDC68
Q6NSX1	CCDC70
Q6ZRK6	CCDC73
Q6ZN84	CCDC81
Q8N4S0	CCDC82 HT025
Q8IWF9	CCDC83 HSD9
Q9NVE4	CCDC87
Q9Y3X0	CCDC9
Q8TC90	CCER1 C12orf12
I3L3R5	CCER2
Q06432	CACNG1 CACNLG
P53701	HCCS CCHL
P32238	CCKAR CCKRA
Q99616	CCL13 MCP4 NCC1 SCYA13
Q16627	CCL14 NCC2 SCYA14
O00175	CCL24 MPIF2 SCYA24
Q9NRJ3	CCL28 SCYA28
P13500	CCL2 MCP1 SCYA2
Q9NUG4	CCM2L C20orf160
P20648	ATP4A
Q00532	CDKL1
P55273	CDKN2D
O95674	CDS2
Q8TCT0	CERK KIAA1646
P11597	CETP
O95873	C6orf47 G4
Q9GZU0	C6orf62 XTP12 Nbla00237
Q8IYR0	CFAP206 C6orf165
O14965	AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6
Q99700	ATXN2 ATX2 SCA2 TNRC13
Q9Y679	AUP1
Q96GD4	AURKB AIK2 AIM1 AIRK2 ARK2 STK1 STK12 STK5
Q8WXX7	AUTS2 KIAA0442
Q8NBF6	AVL9 KIAA0241
Q3ZCQ2	ANXA2R AX2R C5orf39
Q5T1B0	AXDND1 C1orf125
O14757	CHEK1 CHK1
O15169	AXIN1 AXIN
P06276	BCHE CHE1
Q07817	BCL2L1 BCL2L BCLX
Q9HB09	BCL2L12 BPR
Q9Y2C3	B3GALT5
Q9NZZ3	CHMP5 C9orf83 SNF7DC2 CGI-34 HSPC177 PNAS-114 PNAS-2
Q96FZ7	CHMP6 VPS20
Q8WUX9	CHMP7
Q6ZMB0	B3GNT6
Q8NFL0	B3GNT7
Q7Z7M8	B3GNT8 B3GALT7 BGALT15
Q6UX72	B3GNT9 UNQ1922/PRO4397
Q67FW5	B3GNTL1 B3GNT8
Q8NHY0	B4GALNT2 GALGT2
Q6L9W6	B4GALNT3
Q76KP1	B4GALNT4
O60909	B4GALT2
O60512	B4GALT3
Q9UBX8	B4GALT6
Q14032	BAAT
Q99653	CHP1 CHP
Q9UPM9	B9D1 MKSR1
Q8WZ19	KCTD13 BACURD1 PDIP1 POLDIP1 FKSG86 PP6832
Q8NB49	ATP11C ATPIG ATPIQ
P48201	ATP5MC3 ATP5G3
Q96GV9	C5orf30
P13688	CEACAM1 BGP BGP1
P49715	CEBPA CEBP
P09093	CELA3A ELA3 ELA3A
Q92879	CELF1 BRUNOL2 CUGBP CUGBP1 NAB50
Q8N6W0	CELF5 BRUNOL5
B2RD01	CENPBD1
P49450	CENPA
Q9BYV8	CEP41 TSGA14
Q86XR8	CEP57 KIAA0092 TSP57
P0C671	C6orf222
Q8N319	C6orf223
Q5I0X4	C6orf226
Q9Y6A4	CFAP20 BUG22 C16orf80 GTL3
Q96G28	CFAP36 CCDC104 UNQ163/PRO189
Q96MT7	CFAP44 WDR52
Q9UEE9	CFDP1 BCNT CENP-29
P48047	ATP5PO ATP5O ATPO
Q96N11	C7orf26
Q8N884	CGAS C6orf150 MB21D1
Q9UP79	ADAMTS8 METH2
Q8WXS8	ADAMTS14
Q8TE58	ADAMTS15
Q8TE57	ADAMTS16 KIAA2029
Q8TE56	ADAMTS17
A6NKQ9	CGB1
P59510	ADAMTS20
O15072	ADAMTS3 KIAA0366
P17735	TAT
P0C7T5	ATXN1L BOAT BOAT1
P54253	ATXN1 ATX1 SCA1
Q8WWM7	ATXN2L A2D A2LG A2LP A2RP
Q9H3M9	ATXN3L ATX3L MJDL
Q156A1	ATXN8
O75061	DNAJC6 KIAA0473
P27037	ACVR2A ACVR2
Q9NQS1	AVEN
Q4VNC0	ATP13A5 UNQ488/PRO1004
P54259	ATN1 D12S755E DRPLA
O75947	ATP5PD ATP5H My032
O00244	ATOX1 HAH1
Q9Y6F7	CDY2A CDY2; CDY2B
Q8N8U2	CDYL2
Q49AR2	C5orf22
Q8IYX8	CEP57L1 C6orf182 CEP57R
Q5SZL2	CEP85L C6orf204
Q8N7Q2	CELF2-AS1 C10orf31
A8MTT3	CEBPZOS CEBPZ-AS1
P53567	CEBPG
Q711Q0	CEFIP C10orf71
Q16739	UGCG
P08861	CELA3B ELA3B
Q5SZQ8	CELF3 BRUNOL1 CAGH4 ERDA4 TNRC4
Q96LK0	CEP19 C3orf34 HSD5
Q9Y592	CEP83 CCDC41
Q8IW35	CEP97 LRRIQ2
A8K010	LINC00473 C6orf176
Q5T699	C6orf183
Q96MT4	LINC01600 C6orf195
Q8TBY9	WDR66 CFAP251
P57076	CFAP298 C21orf48 C21orf59
Q9BRQ4	CFAP300 C11orf70
B2RV13	CFAP97D1 C17orf105
Q8N1V2	CFAP52 WDR16 WDRPUH
Q96M91	CFAP53 CCDC11
Q6ZU64	CFAP65 CCDC108
Q5T0N1	CFAP70 TTC18
D6REC4	CFAP99
P00751	CFB BF BFD
P13569	CFTR ABCC7
Q8NI28	LINC01006 C7orf13 MY040
Q9BPX7	C7orf25
Q8WU49	C7orf33
Q8WVR3	C7orf43
Q9BRJ6	C7orf50 FP15621
Q8NEG2	C7orf57
Q8IZ16	C7orf61
A4D0Y5	C7orf77
Q6RW13	AGTRAP ATRAP
Q13535	ATR FRP1
P46100	ATRX RAD54L XH2
P58397	ADAMTS12 UNQ1918/PRO4389
Q76LX8	ADAMTS13 C9orf8 UNQ6102/PRO20085
Q8TDX6	CSGALNACT1 CHGN GALNACT1 UNQ656/PRO1287
Q8N6G5	CSGALNACT2 CHGN2 GALNACT2 PRO0082
Q6NT52	CGB2
P0DN86	CGB3 CGB; CGB5; CGB8
P0DN87	CGB7
O75173	ADAMTS4 KIAA0688 UNQ769/PRO1563
Q86TL0	ATG4D APG4D AUTL4
P05496	ATP5MC1 ATP5G1
Q5T2N8	ATAD3C
Q00526	CDK3 CDKN3
P51164	ATP4B
Q9BSB4	ATG101 C12orf44 PP894
P56385	ATP5ME ATP5I ATP5K
Q6NVV7	CDPF1 C22orf40
O95319	CELF2 BRUNOL3 CUGBP2 ETR3 NAPOR
Q96J87	CELF6 BRUNOL6
Q9NYQ6	CELSR1 CDHF9 FMI2
Q6PRD7	CEMP1
A0A0U1RR11	CENPVL1 CENPVP1
Q6P2H3	CEP85 CCDC21
Q9HD87	C6orf50 NAG19
Q5JQF7	LINC01556 C6orf100
Q7Z4R8	C6orf120
Q5T6M2	LINC00242 C6orf122 NCRNA00242
Q9Y6Z2	LINC01558 C6orf123
Q5T655	CFAP58 C10orf80 CCDC147
A6NFT4	CFAP73 CCDC42B
Q9C0B2	CFAP74 C1orf222 KIAA1751
P56134	ATP5MF ATP5J2 ATP5JL
P0CG36	CFC1B
O75143	ATG13 KIAA0652
Q96BY7	ATG2B C14orf103
P11802	CDK4
P13637	ATP1A3
O43313	ATMIN KIAA0431 ZNF822
P56381	ATP5F1E ATP5E
P03928	MT-ATP8 ATP8 ATPASE8 MTATP8
Q9C0D2	CEP295 KIAA1731
Q9UHN6	CEMIP2 KIAA1412 TMEM2
Q8N111	CEND1 BM88
Q6UXA7	C6orf15 STG UNQ1840/PRO3566
Q5SZD1	C6orf141
Q9H8W2	LINC00472 C6orf155
Q5TEZ4	LINC01590 C6orf164
Q9NUT2	ABCB8 MABC1
P28330	ACADL
P42684	ABL2 ABLL ARG
O14734	ACOT8 ACTEIII PTE1 PTE2
P29274	ADORA2A ADORA2
Q8TDN7	ACER1 ASAH3
P20309	CHRM3
Q562R1	ACTBL2
P31941	APOBEC3A
P22303	ACHE
P30484	HLA-B HLAB
Q9NR19	ACSS2 ACAS2
Q9NRK6	ABCB10
P36544	CHRNA7 NACHRA7
Q9NUZ1	ACOXL
Q9NP78	ABCB9 KIAA1520
P32297	CHRNA3 NACHRA3
Q99798	ACO2
P43681	CHRNA4 NACRA4
O75027	ABCB7 ABC7
P33121	ACSL1 FACL1 FACL2 LACS LACS1 LACS2
Q8N9L9	ACOT4 PTE2B PTEIB
Q8IUX4	APOBEC3F
Q9Y6U3	SCIN KIAA1905
Q6IQ32	ADNP2 KIAA0863 ZNF508
P49753	ACOT2 PTE2 PTE2A
Q8N7X0	ADGB C6orf103 CAPN7L
P78536	ADAM17 CSVP TACE
P11229	CHRM1
Q6ZNF0	ACP7 PAPL PAPL1
Q9BXI3	NT5C1A
O75078	ADAM11 MDC
Q8NE71	ABCF1 ABC50
Q0VDE8	ADIG
Q9UKV8	AGO2 EIF2C2
Q15848	ADIPOQ ACDC ACRP30 APM1 GBP28
P63267	ACTG2 ACTA3 ACTL3 ACTSG
Q9ULC5	ACSL5 ACS5 FACL5 UNQ633/PRO1250
Q8NFM4	ADCY4
O60266	ADCY3 KIAA0511
P51816	AFF2 FMR2 OX19
P00326	ADH1C ADH3
P11766	ADH5 ADHX FDH
P78363	ABCA4 ABCR
P35612	ADD2 ADDB
O15254	ACOX3 BRCOX PRCOX
Q9NUQ8	ABCF3
O94805	ACTL6B ACTL6 BAF53B
Q13443	ADAM9 KIAA0021 MCMP MDC9 MLTNG
Q99424	ACOX2
P68133	ACTA1 ACTA
Q5FVE4	ACSBG2 BGR UNQ2443/PRO5005
P16219	ACADS
P00325	ADH1B ADH2
Q8WXI4	ACOT11 BFIT KIAA0707 THEA
P36896	ACVR1B ACVRLK4 ALK4
Q08043	ACTN3
Q8NER5	ACVR1C ALK7
Q9H2U9	ADAM7 GP83
P51826	AFF3 LAF4
O95394	PGM3 AGM1
Q9BYX7	POTEKP ACTBL3 FKSG30
Q8N2K0	ABHD12 C20orf22
P18089	ADRA2B ADRA2L1 ADRA2RL1
Q5T601	ADGRF1 GPR110 PGR19
O96019	ACTL6A BAF53 BAF53A INO80K
P14621	ACYP2 ACYP
Q8TDY3	ACTRT2 ARPM2
Q07912	TNK2 ACK1
P10109	FDX1 ADX
P12235	SLC25A4 ANT1
P37023	ACVRL1 ACVRLK1 ALK1
P07311	ACYP1 ACYPE
Q01718	MC2R ACTHR
P35318	ADM AM
Q8TC94	ACTL9 ACTL7C HSD21
Q9NPF8	ADAP2 CENTA2
P49748	ACADVL VLCAD
P28332	ADH6
Q9NZK5	ADA2 ADGF CECR1 IDGFL
P55197	MLLT10 AF10
P02708	CHRNA1 ACHRA CHNRA
Q8TDG2	ACTRT1 ARPT1 HSD27
Q6ZN18	AEBP2
Q9H6R3	ACSS3
Q3I5F7	ACOT6 C14orf42
Q99965	ADAM2 FTNB
O43707	ACTN4
Q7Z695	ADCK2 AARF
Q68CK6	ACSM2B ACSM2 HYST1046
Q8TED9	AFAP1L1
P63261	ACTG1 ACTG
P60709	ACTB
P54922	ADPRH ARH1
Q8NEB7	ACRBP
Q8IZF5	ADGRF3 GPR113 PGR23 UNQ9196/PRO34000
P78325	ADAM8 MS2
P51825	AFF1 AF4 FEL MLLT2 PBM1
Q9H2P0	ADNP ADNP1 KIAA0784
Q9UKF2	ADAM30 UNQ2509/PRO5997
Q5I7T1	ALG10B KCR1
Q9Y3Q7	ADAM18 TMDC3 UNQ858/PRO1867
P55196	AFDN AF6 MLLT4
Q5T7M4	C1QTNF12 C1QDC2 CTRP12 FAM132A
P62736	ACTA2 ACTSA ACTVS GIG46
P05141	SLC25A5 ANT2
Q53FZ2	ACSM3 SAH
P0C7M7	ACSM4
Q8WV93	AFG1L AFG1 LACE1
P40145	ADCY8
Q96P64	AGAP4 AGAP8 CTGLF1 CTGLF5 MRIP2
Q99996	AKAP9 AKAP350 AKAP450 KIAA0803
O95622	ADCY5
A8MUL3	ADARB2-AS1 C10orf109 NCRNA00168
O75077	ADAM23 MDC3
O75689	ADAP1 CENTA1
Q8IZF2	ADGRF5 GPR116 KIAA0758
Q9Y2D8	SSX2IP KIAA0923
Q5BKT4	ALG10 ALG10A
Q5VTM2	AGAP9 CTGLF6
Q5T2L2	AKR1C8P AKR1CL1
Q9BYD9	ACTRT3 ARPM1
Q8IUX7	AEBP1 ACLP
Q8TC27	ADAM32 UNQ5982/PRO21340
Q9BRR6	ADPGK PSEC0260
Q9HCK5	AGO4 EIF2C4 KIAA1567
Q9Y4W6	AFG3L2
Q86UQ4	ABCA13
Q9UGJ0	PRKAG2
Q9UDR5	AASS
P30466	HLA-B HLAB
P30939	HTR1F HTR1EL
Q15018	ABRAXAS2 ABRO1 FAM175B KIAA0157
P30485	HLA-B HLAB
Q9H845	ACAD9
P12814	ACTN1
P07510	CHRNG ACHRG
Q9NY61	AATF CHE1 DED HSPC277
P33897	ABCD1 ALD
P30685	HLA-B HLAB
Q04826	HLA-B HLAB
Q95365	HLA-B HLAB
P25106	ACKR3 CMKOR1 CXCR7 GPR159 RDC1
Q8WXA8	HTR3C
Q29974	HLA-DRB1
Q9BUJ0	ABHD14A UNQ1913/PRO4373
Q5JWF8	ACTL10 C20orf134
P01911	HLA-DRB1 HLA-DRB2
Q96P26	NT5C1B AIRP FKSG85
O95477	ABCA1 ABC1 CERP
P08173	CHRM4
Q9Y614	ACTL7B
Q86TW2	ADCK1
O95081	AGFG2 HRBL RABR
P25100	ADRA1D ADRA1A
Q8WTP8	AEN ISG20L1 SBBI58
Q9H9L7	AKIRIN1 C1orf108
Q8IVF2	AHNAK2 C14orf78 KIAA2019
P35368	ADRA1B
Q96JD6	AKR1E2 AKR1CL2 AKRDC1
Q9UKJ8	ADAM21
P45381	ASPA ACY2 ASP
O95831	AIFM1 AIF PDCD8
P50052	AGTR2
Q9P2G1	ANKIB1 KIAA1386
Q9UKF5	ADAM29
Q5VUY0	AADACL3
O95994	AGR2 AG2 UNQ515/PRO1030
P42568	MLLT3 AF9 YEATS3
Q5VW22	AGAP6 CTGLF3
P15121	AKR1B1 ALDR1
Q8N556	AFAP1 AFAP
O43823	AKAP8 AKAP95
Q03154	ACY1
Q7Z4H4	ADM2 AM2
Q7Z591	AKNA KIAA1968
Q6P461	ACSM6 C10orf129
Q6P093	AADACL2
Q9Y653	ADGRG1 GPR56 TM7LN4 TM7XN1 UNQ540/PRO1083
Q9H0P7	AGPAT4-IT1 C6orf59 NCRNA00241
P08172	CHRM2
Q04771	ACVR1 ACVRLK2
Q7Z6V5	ADAT2 DEADC1
Q86Y34	ADGRG3 GPR97 PGR26
Q5VUJ5	AGAP7P AGAP7 CTGLF4
P13798	APEH D3F15S2 D3S48E DNF15S2
Q9BYV1	AGXT2 AGT2
O14561	NDUFAB1
P00813	ADA ADA1
Q08117	AES GRG GRG5
O43306	ADCY6 KIAA0422
Q08AH3	ACSM2A ACSM2 MACS2
Q9H8T0	AKTIP FTS
Q6NUN0	ACSM5 MACS3
Q9BRQ8	AIFM2 AMID PRG3
Q96M93	ADAD1 TENR
Q9P0K1	ADAM22 MDC2
P13945	ADRB3 ADRB3R B3AR
Q5TGY3	AHDC1
Q9H0C2	SLC25A31 AAC4 ANT4 SFEC
Q9NUB1	ACSS1 ACAS2L KIAA1846
O00170	AIP XAP2
Q09666	AHNAK PM227
P43652	AFM ALB2 ALBA
P51857	AKR1D1 SRD5B1
Q9H568	ACTL8
O60241	ADGRB2 BAI2
P52594	AGFG1 HRB RAB RIP
Q9NZN9	AIPL1 AIPL2
Q8NCV1	ADAD2 TENRL
Q3LIE5	ADPRM C17orf48 MDS006 Nbla03831
Q9NPJ3	ACOT13 THEM2 HT012 PNAS-27
P07550	ADRB2 ADRB2R B2AR
Q96IF1	AJUBA JUB
Q9NWT8	AURKAIP1 AIP AKIP MRPS38
Q53H64	ANKRD40CL C17orf73 LINC00483
O95490	ADGRL2 KIAA0786 LEC1 LPHH1 LPHN2
Q14246	ADGRE1 EMR1 TM7LN3
Q9H2A2	ALDH8A1 ALDH12
P49189	ALDH9A1 ALDH4 ALDH7 ALDH9
P05091	ALDH2 ALDM
Q9ULX6	AKAP8L NAKAP NAKAP95 HRIHFB2018
Q96F25	ALG14
O75969	AKAP3 AKAP110 SOB1
Q5JQC9	AKAP4 AKAP82
P24588	AKAP5 AKAP79
Q16671	AMHR2 AMHR MISR2
A9YTQ3	AHRR BHLHE77 KIAA1234
Q12904	AIMP1 EMAP2 SCYE1
Q8IZP9	ADGRG2 GPR64 HE6 TM7LN2
Q6UXC1	MAMDC4 AEGP UNQ3001/PRO9742
Q9NQ31	AKIP1 BCA3 C11orf17
P22570	FDXR ADXR
Q8TF27	AGAP11 KIAA1975
O60503	ADCY9 KIAA0520
Q9UHX3	ADGRE2 EMR2
Q99490	AGAP2 CENTG1 KIAA0167
P35869	AHR BHLHE76
Q53H80	AKIRIN2 C6orf166
Q9BQI0	AIF1L C9orf58 IBA2 UNQ672/PRO1306
Q7Z7M1	ADGRD2 GPR144 PGR24
O43572	AKAP10
P00352	ALDH1A1 ALDC ALDH1 PUMB1
P0CW23	AKAIN1 C18orf42
P17516	AKR1C4 CHDR
Q86WK6	AMIGO1 ALI2 AMIGO KIAA1163
Q9UHK6	AMACR
Q15699	ALX1 CART1
Q6IWH7	ANO7 NGEP PCANAP5 TMEM16G
Q8N8V4	ANKS4B HARP
Q9NXR5	ANKRD10
P01008	SERPINC1 AT3 PRO0309
Q8N6D5	ANKRD29
O94973	AP2A2 ADTAB CLAPA2 HIP9 HYPJ KIAA0899
P61966	AP1S1 AP19 CLAPS1
Q9H0R1	AP5M1 C14orf108 MUDENG
O60641	SNAP91 KIAA0656
P63010	AP2B1 ADTB2 CLAPB1
Q96N21	TEPSIN C17orf56 ENTHD2
Q92624	APPBP2 KIAA0228 PAT1
Q9UM13	ANAPC10 APC10
Q9BS18	ANAPC13
Q96DE5	ANAPC16 C10orf104 CENP-27
P60006	ANAPC15 C11orf51 HSPC020
Q9UJX5	ANAPC4 APC4
O95996	APC2 APCL
P27695	APEX1 APE APE1 APEX APX HAP1 REF1
Q9UBZ4	APEX2 APE2 APEXL2 XTH2
Q6NS38	ALKBH2 ABH2
Q96BT7	ALKBH8 ABH8
O95076	ALX3
P01160	NPPA ANP PND
Q9Y2G4	ANKRD6 KIAA0957
Q8NI99	ANGPTL6 AGF ARP5 UNQ152/PRO178
Q9BYT9	ANO3 C11orf25 TMEM16C GENX-3947
Q9ULJ7	ANKRD50 KIAA1223
Q6NXT1	ANKRD54 LIAR
A6NC57	ANKRD62
E5RJM6	ANKRD65
P21397	MAOA
Q63HQ0	AP1AR C4orf16 PRO0971
P50995	ANXA11 ANX11
P28039	AOAH
P19801	AOC1 ABP1 DAO1
Q9Y6Q5	AP1M2
P07355	ANXA2 ANX2 ANX2L4 CAL1H LPC2D
P50583	NUDT2 APAH1
Q9Y587	AP4S1
P13928	ANXA8 ANX8
Q2VPB7	AP5B1 PP1030
Q96Q42	ALS2 ALS2CR6 KIAA1563
P23109	AMPD1
Q92688	ANP32B APRIL PHAPI2
P04746	AMY2A
P03950	ANG RNASE5
Q01484	ANK2 ANKB
Q9NQ90	ANO2 C12orf3 TMEM16B
Q9HCJ1	ANKH KIAA1581 UNQ241/PRO274
Q53RE8	ANKRD39 HSPC200
Q8NB46	ANKRD52
Q3KP44	ANKRD55
A6NF34	ANTXRL
Q6UB98	ANKRD12 ANCO2 KIAA0874
Q9UJ72	ANXA10 ANX14
P27338	MAOB
O15084	ANKRD28 KIAA0379
Q9BXS5	AP1M1 CLTNM
O43299	AP5Z1 KIAA0415 SPG48
Q92481	TFAP2B
Q6ZNB7	AGMO TMEM195
P30837	ALDH1B1 ALDH5 ALDHX
Q01432	AMPD3
Q8IVF6	ANKRD18A KIAA2015
Q8NAG6	ANKLE1 ANKRD41 LEM3
Q9NVM4	PRMT7 KIAA1933
P20594	NPR2 ANPRB
Q9HCE9	ANO8 KIAA1623 TMEM16H
Q7Z6G8	ANKS1B
Q8WVL7	ANKRD49 FGIF
P58335	ANTXR2 CMG2
Q96NW4	ANKRD27 PP12899
Q9HBW9	ADGRL4 ELTD1 ETL UNQ202/PRO228
P05062	ALDOB ALDB
P19021	PAM
Q9BXL6	CARD14 CARMA2
Q07075	ENPEP
P39687	ANP32A C15orf1 LANP MAPM PHAP1
P16157	ANK1 ANK
Q9BY76	ANGPTL4 ARP4 HFARP PGAR PP1158 PSEC0166 UNQ171/PRO197
Q6UXH0	ANGPTL8 C19orf80 RIFL UNQ599/PRO1185
Q8N7Z5	ANKRD31
Q8N283	ANKRD35
Q8N9V6	ANKRD53
B4E2M5	ANKRD66
P04075	ALDOA ALDA
Q6GMV1	ALG1L
Q8N7J2	AMER2 FAM123A
Q9P2R3	ANKFY1 ANKHZN KIAA1255
Q96K21	ZFYVE19 ANCHR MPFYVE
E9PGG2	ANHX
Q86XS5	ANGPTL5 UNQ5795/PRO19600
Q9NU02	ANKEF1 ANKRD5
O14744	PRMT5 HRMT1L5 IBP72 JBP1 SKB1
Q9NQW6	ANLN
Q02040	AKAP17A CXYorf3 DXYS155E SFRS17A XE7
P55789	GFER ALR HERV1 HPO
P47895	ALDH1A3 ALDH6
Q9Y673	ALG5 HSPC149
Q8N6S4	ANKRD13C
P01019	AGT SERPINA8
Q9UKU9	ANGPTL2 ARP2 UNQ170/PRO196
Q9NR22	PRMT8 HRMT1L3 HRMT1L4
Q9GZV1	ANKRD2 ARPP
P16860	NPPB
O60218	AKR1B10 AKR1B11
Q6UX46	ALKAL2 FAM150B UNQ542/PRO1097
Q69YU3	ANKRD34A ANKRD34
P54802	NAGLU UFHSD1
Q8N6M6	AOPEP C9orf3 ONPEP
Q15327	ANKRD1 C193 CARP HA1A2
P12236	SLC25A6 ANT3 CDABP0051
Q16352	INA NEF5
Q96K78	ADGRG7 GPR128
Q9BV10	ALG12 PP14673
P43353	ALDH3B1 ALDH7
P35858	IGFALS ALS
Q9BT22	ALG1 HMAT1 HMT1 PSEC0061 UNQ861/PRO1870
Q3KRA9	ALKBH6 ABH6
Q96QP1	ALPK1 KIAA1527 LAK
Q86TB3	ALPK2 HAK
C9J202	ALG1L2
Q8NB90	SPATA5 AFG2 SPAF
Q96PN6	ADCY10 SAC
Q8TD30	GPT2 AAT2 ALT2
O43918	AIRE APECED
Q12802	AKAP13 BRX HT31 LBC
P84996	GNAS GNAS1
Q99217	AMELX AMG AMGX
P57730	CARD18 ICEBERG UNQ5804/PRO19611
Q16853	AOC3 VAP1
Q92482	AQP3
Q92747	ARPC1A SOP2L
P51636	CAV2
Q96LS8	C2orf48
Q08AI8	C2orf54
Q6UXQ4	C2orf66 UNQ6411/PRO21186
Q2NKX9	C2orf68
A6NN90	C2orf81
P0DPF5	C2orf27A
P0DPF6	C2orf27B
Q9H9S4	CAB39L
Q8N350	CBARP C19orf26
Q92888	ARHGEF1
Q8TER5	ARHGEF40 SOLO
Q9NX46	ADPRHL2 ARH3
Q7Z628	NET1 ARHGEF8
P08185	SERPINA6 CBG
O94989	ARHGEF15 KIAA0915
